,Title,English,Type,Episodes,Status,Start_Aired,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users
532,Chouyaku Hyakuninisshu: Uta Koi.,Utakoi,TV,13.0,Finished Airing,2012,TYO Animations,Manga,Comedy,Historical,Josei,24.0,PG-13 - Teens 13 or older,7.451,8261.0
533,Kishuku Gakkou no Juliet,Boarding School Juliet,TV,12.0,Finished Airing,2018,LIDENFILMS,Manga,Action,School,Shounen,24.0,PG-13 - Teens 13 or older,7.451,157253.0
534,Hakuouki: Reimeiroku,Hakuoki Demon of the Fleeting Blossom - Dawn of the Shinsengumi,TV,12.0,Finished Airing,2012,Studio Deen,Visual novel,Action,Historical,Josei,23.0,R - 17+ (violence & profanity),7.441,21339.0
535,Hidamari Sketch,Hidamari Sketch,TV,12.0,Finished Airing,2007,Shaft,4-koma manga,Comedy,CGDCT,Seinen,24.0,PG-13 - Teens 13 or older,7.441,25004.0
536,Mirai Nikki (TV),The Future Diary,TV,26.0,Finished Airing,2011,asread.,Manga,Action,Gore,Shounen,23.0,R+ - Mild Nudity,7.441,136582.0
537,Otome Youkai Zakuro,Zakuro,TV,13.0,Finished Airing,2010,J.C.Staff,Manga,Romance,Historical,Seinen,24.0,PG-13 - Teens 13 or older,7.441,47593.0
538,Tenshi na Konamaiki,Cheeky Angel,TV,50.0,Finished Airing,2002,TMS Entertainment,Manga,Comedy,Magical Sex Shift,Shounen,24.0,PG-13 - Teens 13 or older,7.441,9475.0
539,To LOVE-Ru Darkness,To LOVE Ru Darkness,TV,12.0,Finished Airing,2012,Xebec,Manga,Comedy,Harem,Shounen,23.0,R+ - Mild Nudity,7.441,188825.0
540,Sukitte Ii na yo.,"Say ""I Love You.""",TV,13.0,Finished Airing,2012,Zexcs,Manga,Drama,School,Shoujo,24.0,PG-13 - Teens 13 or older,7.431,333896.0
541,Ansatsu Kyoushitsu: Deai no Jikan,Assassination Classroom Meeting Time,Special,1.0,Finished Airing,2014,Lerche,Manga,Action,School,Shounen,10.0,PG-13 - Teens 13 or older,7.431,57791.0
542,Kiniro no Corda: Primo Passo,La corda d'oro primo passo,TV,25.0,Finished Airing,2006,Yumeta Company,Visual novel,Comedy,Music,Shoujo,24.0,PG-13 - Teens 13 or older,7.431,47784.0
543,Yu☆Gi☆Oh! 5D's,Yu-Gi-Oh! 5D's,TV,154.0,Finished Airing,2008,Gallop,Manga,Action,Strategy Game,Shounen,24.0,PG-13 - Teens 13 or older,7.431,75831.0
544,Mitsuboshi Colors,Mitsuboshi Colors,TV,12.0,Finished Airing,2018,SILVER LINK.,Manga,Comedy,CGDCT,Shounen,23.0,PG-13 - Teens 13 or older,7.421,31554.0
545,Naruto: Shippuuden Movie 4 - The Lost Tower,Naruto Shippuden the Movie The Lost Tower,Movie,1.0,Finished Airing,2010,Pierrot,Manga,Action,Time Travel,Shounen,85.0,PG-13 - Teens 13 or older,7.421,134343.0
546,Oshi ga Budoukan Ittekuretara Shinu,"If My Favorite Pop Idol Made It to the Budokan, I Would Die",TV,12.0,Finished Airing,2020,8bit,Manga,Comedy,Idols (Female),Seinen,24.0,PG-13 - Teens 13 or older,7.421,16379.0
547,Sidonia no Kishi: Ai Tsumugu Hoshi,Knights of Sidonia Love Woven in the Stars,Movie,1.0,Finished Airing,2021,Polygon Pictures,Manga,Action,Mecha,Seinen,109.0,R - 17+ (violence & profanity),7.421,2185.0
548,Boku no Hero Academia 5th Season,My Hero Academia Season 5,TV,25.0,Finished Airing,2021,Bones,Manga,Action,School,Shounen,23.0,PG-13 - Teens 13 or older,7.421,451479.0
549,Captain Tsubasa: Road to 2002,Captain Tsubasa,TV,52.0,Finished Airing,2001,Group TAC,Manga,Action,Team Sports,Shounen,24.0,PG-13 - Teens 13 or older,7.421,33289.0
550,Dragon Ball Super,Dragon Ball Super,TV,131.0,Finished Airing,2015,Toei Animation,Manga,Action,Martial Arts,Shounen,23.0,PG-13 - Teens 13 or older,7.421,477615.0
551,Ikoku Meiro no Croisée The Animation,Croisée in a Foreign Labyrinth The Animation,TV,12.0,Finished Airing,2011,Satelight,Manga,Slice of Life,Historical,Seinen,23.0,G - All Ages,7.421,23292.0
552,Kuroshitsuji II Specials,Black Butler II Specials,Special,6.0,Finished Airing,2010,A-1 Pictures,Manga,Comedy,Parody,Shounen,25.0,PG-13 - Teens 13 or older,7.421,60661.0
553,Level E,Level E,TV,13.0,Finished Airing,2011,"Pierrot, David Production",Manga,Comedy,Gag Humor,Shounen,24.0,R - 17+ (violence & profanity),7.421,38777.0
554,Ajin,Ajin Demi-Human,TV,13.0,Finished Airing,2016,Polygon Pictures,Manga,Action,Gore,Seinen,24.0,R - 17+ (violence & profanity),7.411,276274.0
555,Boruto: Naruto the Movie,Boruto Naruto the Movie,Movie,1.0,Finished Airing,2015,Pierrot,Manga,Action,Martial Arts,Shounen,95.0,PG-13 - Teens 13 or older,7.411,276433.0
556,Gokusen,The Gokusen,TV,13.0,Finished Airing,2004,Madhouse,Manga,Comedy,Delinquents,Josei,23.0,R - 17+ (violence & profanity),7.411,19870.0
